GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
CTNNBL1,56259,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.40,,15020195
CTNND1,1500,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.23,,20156427
CTNND1,1500,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,8.23,,2009908|7657819
CTNND2,1501,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.44,,15020195
CTNS,1497,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.28,,20156427
CTPS1,1503,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.91,,20156427
CTPS1,1503,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.91,,15020195
CTPS1-PS2,299504,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.98,,15020195
CTPS2,56474,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,9.03,,15020195
CTPS2,56474,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.03,,20156427
CTRB1,1504,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.00,,15020195
CTRB1,1504,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,9.00,,2009908|7657819
CTSA,5476,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.04,,20156427
CTSA-4.1,174057,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.56,,2009908|7657819
CTSA-4.2,175938,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.42,,2009908|7657819
CTSB,1508,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,16.64,,20156427
CTSB,1508,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,16.64,,2009908|7657819
CTSB,1508,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,16.64,,20156427
CTSB,1508,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,16.64,,15020195
CTSB,1508,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.21,,11259349|16720336|16785264
CTSBA,406645,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.51,,2009908|7657819
CTSBB,569298,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.89,,20156427
CTSC,1075,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.57,,20156427
CTSC,1075,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.57,,2009908|7657819
CTSD,1509,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,11.37,,15020195
CTSD,1509,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,11.37,,20156427
CTSD,1509,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,11.37,,15020195
CTSE,1510,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.54,,20156427
CTSE,1510,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.54,,15020195
CTSF,8722,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.19,,20156427
CTSG,1511,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.64,,15020195
CTSH,1512,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.91,,20156427
CTSH,1512,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.56,,11259349|16720336|16785264
CTSK,1513,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,12.65,,15020195
CTSK,1513,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.65,,20156427
CTSK,1513,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,12.65,,2009908|7657819
CTSL,1514,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.68,,20156427
CTSL,1514,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.33,,11259349|16720336|16785264
CTSL.1,436641,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.74,,20156427
CTSLA,321453,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.45,,2009908|7657819
CTSM,64139,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.35,,15020195
CTSO,1519,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,9.37,,15020195
CTSO,1519,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.37,,20156427
CTSR,56835,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,4.32,,15020195
CTSS,1520,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.92,,20156427
CTSS,1520,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.92,,15020195
CTSS,1520,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,12.92,,20156427
CTSV,1515,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.33,,20156427
CTSZ,1522,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.10,,20156427
CTTN,2017,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.08,,20156427
CTTN,2017,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.08,,15020195
CTTNBP2,83992,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.30,,20156427
CTTNBP2NL,55917,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.66,,20156427
CTTNBP2NL,55917,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.66,,15020195
CTU1,90353,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,3.83,,15020195
CTU2,348180,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.48,,20156427
CUBN,8029,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.91,,20156427
CUBN,8029,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.91,,15020195
CUEDC1,404093,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.37,,20156427
CUEDC2,79004,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.55,,20156427
CUEDC2,79004,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.55,,15020195
CUL1,8454,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.87,,2009908|7657819
CUL1A,323883,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.07,,2009908|7657819
CUL1B,406816,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.96,,2009908|7657819
CUL2,8453,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.24,,20156427
CUL3,8452,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.74,,15020195
CUL3,8452,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.74,,15020195
CUL4A,8451,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.87,,20156427
CUL4A,8451,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.87,,15020195
CUTA,51596,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.45,,20156427
CUTALP,253039,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.85,,20156427
CUTC,51076,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.28,,20156427
CUTC,51076,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.28,,15020195
CUTL-14,182018,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.77,,2009908|7657819
CUX1,1523,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,14.27,,20156427
CUX1,1523,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,14.27,,15020195
CUX1,1523,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,14.27,,15020195
CUX2,23316,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.63,,20156427
CUX2,23316,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.63,,15020195
CUZD1,50624,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,4.79,,20156427
CWC22,57703,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.32,,20156427
CWC25,54883,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.44,,20156427
CWC27,10283,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,16.07,,20156427
CWC27,10283,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,16.07,,15020195
CWC27,10283,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,16.07,,2009908|7657819
CWF19L2,143884,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.64,,20156427
CWF19L2,143884,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.64,,15020195
CWH43,80157,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,4.38,,15020195
CX3CL1,6376,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.83,,20156427
CX3CR1,1524,IMMUNE SUPPRESSION,OMIM:146850,,Platelet Activating Factor,5.39,,15020195
CXADR,1525,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.04,,20156427
CXCL1,2919,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,10.09,,15020195
CXCL1,2919,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,10.09,,20156427
CXCL1,2919,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,10.09,,15020195
CXCL1,2919,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.97,,11259349|16720336|16785264
CXCL10,3627,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,15.43,,15020195
CXCL10,3627,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.43,,20156427
CXCL10,3627,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,15.43,,2009908|7657819
CXCL10,3627,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,15.43,,20156427
CXCL12,6387,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,6.52,,20156427
CXCL12,6387,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,6.52,,15020195
CXCL13,10563,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.96,,20156427
CXCL16,58191,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.04,,20156427
CXCL2,2920,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,15.02,,15020195
CXCL2,2920,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.02,,20156427
CXCL2,2920,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.02,,15020195
CXCL2,2920,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,15.02,,2009908|7657819
CXCL2,2920,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.02,,11259349|16720336|16785264
CXCL3,2921,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.64,,20156427
CXCL3,2921,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.64,,15020195
CXCL6,6372,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,15.56,,15020195
CXCL6,6372,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.56,,20156427
CXCL6,6372,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.56,,15020195
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,29.19,,15020195
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,29.19,,20156427
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,JP5 jet fuel,29.19,,15020195
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,29.19,,15020195
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,29.19,,2009908|7657819
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,29.19,,20156427
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,Platelet Activating Factor,29.19,,15020195
CXCL8,3576,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,29.19,,15020195
CXCL8,3576,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.60,,11259349|16720336|16785264
CXCL9,4283,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,7.64,,15020195
CXCL9,4283,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.64,,20156427
CXCR1,3577,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,3.90,,15020195
CXCR2,3579,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.57,,11259349|16720336|16785264
CXCR3,2833,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.79,,2009908|7657819
CXCR3,2833,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.78,,11259349|16720336|16785264
CXCR4,7852,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,2.80,,15020195
CXCR4,7852,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.23,,11259349|16720336|16785264
CXCR5,643,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,4.21,,15020195
CXXC5,51523,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.09,,20156427
CYB561,1534,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.19,,20156427
CYB561A3,220002,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.41,,20156427
CYB561D2,11068,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.38,,20156427
CYB5A,1528,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,7.58,,15020195
CYB5A,1528,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.58,,20156427
CYB5B,80777,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.01,,20156427
CYB5D2,124936,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.42,,20156427
CYB5R1,51706,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.16,,20156427
CYB5R2,51700,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.45,,20156427
CYB5R2,51700,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,9.45,,20156427
CYB5R3,1727,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.87,,20156427
CYB5R3,1727,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.87,,15020195
CYB5R4,51167,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.50,,20156427
CYB5R4,51167,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.50,,15020195
CYBA,1535,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,23.10,,15020195
CYBA,1535,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,23.10,,20156427
CYBA,1535,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,23.10,,2009908|7657819
CYBA,1535,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,23.10,,20156427
CYBA,1535,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,23.10,,15020195
CYBB,1536,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,7.39,,15020195
CYBB,1536,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,7.39,,20156427
CYBC1,79415,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.54,,20156427
CYBRD1,79901,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,9.16,,15020195
CYBRD1,79901,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,9.16,,15020195
CYC1,1537,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.07,,20156427
CYCB,37618,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,5.28,,15020195
CYCS,54205,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,9.80,,15020195
CYCS,54205,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,9.80,,20156427
CYCS,54205,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,9.80,,15020195
CYCS,54205,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.91,,11259349|16720336|16785264
CYFIP1,23191,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,15.39,,20156427
CYFIP1,23191,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.39,,15020195
CYFIP1,23191,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,15.39,,15020195
CYFIP2,26999,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.00,,20156427
CYGB,114757,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.99,,20156427
CYGB,114757,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,7.99,,15020195
CYLD,1540,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.01,,20156427
CYP11A,100313513,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,4.74,,15020195
CYP11A1,1583,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,15.61,,15020195
CYP11A1,1583,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,15.61,,15020195
CYP11A1,1583,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,15.61,,20156427
CYP11A1,1583,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,15.61,,15020195
CYP11A1,1583,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.09,,11259349|16720336|16785264
CYP11B1,1584,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.62,,11259349|16720336|16785264
CYP11B2,1585,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.05,,15020195
CYP11B2,1585,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,8.05,,15020195
CYP-13A7,188362,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.07,,2009908|7657819
CYP-13A8,188358,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.56,,2009908|7657819
CYP-14A5,178926,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.22,,2009908|7657819
CYP17A1,1586,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,6.49,,20156427
CYP17A1,1586,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,6.49,,20156427
CYP17A1,1586,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.04,,11259349|16720336|16785264
CYP19A1,1588,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,10.41,,15020195
CYP19A1,1588,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,10.41,,20156427
CYP19A1,1588,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,10.41,,15020195
CYP19A1,1588,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.01,,11259349|16720336|16785264
CYP1A,140634,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,3.29,,2009908|7657819
CYP1A1,1543,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,18.82,,15020195
CYP1A1,1543,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,18.82,,20156427
CYP1A1,1543,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,18.82,,15020195
CYP1A1,1543,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,18.82,,2009908|7657819
CYP1A1,1543,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,18.82,,20156427
CYP1A1,1543,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,18.82,,15020195
CYP1A1,1543,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.56,,11259349|16720336|16785264
CYP1A2,1544,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,16.11,,15020195
CYP1A2,1544,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,16.11,,20156427
CYP1A2,1544,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,16.11,,15020195
CYP1A2,1544,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,16.11,,2009908|7657819
CYP1A2,1544,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,16.11,,20156427
CYP1A2,1544,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.68,,11259349|16720336|16785264
CYP1B1,1545,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,13.23,,20156427
CYP1B1,1545,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,13.23,,15020195
CYP1B1,1545,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,13.23,,2009908|7657819
CYP1B1,1545,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,13.23,,20156427
CYP1B1,1545,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,2.81,,11259349|16720336|16785264
CYP1C1,553637,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.22,,2009908|7657819
CYP20A1,57404,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,8.89,,20156427
CYP20A1,57404,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,8.89,,15020195
CYP21A2,1589,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.20,,20156427
CYP24A1,1591,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,12.77,,15020195
CYP24A1,1591,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,12.77,,20156427
CYP24A1,1591,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,12.77,,15020195
CYP26A1,1592,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.74,,20156427
CYP26A1,1592,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.38,,11259349|16720336|16785264
CYP26B1,56603,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,3.80,,15020195
CYP26C1,340665,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.48,,20156427
CYP27A1,1593,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,2.71,,20156427
CYP27B1,1594,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.00,,20156427
CYP-29A4,181926,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,5.77,,2009908|7657819
CYP2A1,24894,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.83,,11259349|16720336|16785264
CYP2A13,1553,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.90,,11259349|16720336|16785264
CYP2A19,403149,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,5.79,,20156427
CYP2A2,24895,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,4.12,,11259349|16720336|16785264
CYP2A3,24299,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,4.28,,11259349|16720336|16785264
CYP2A5,13087,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,14.04,,15020195
CYP2A5,13087,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,14.04,,20156427
CYP2A5,13087,IMMUNE SUPPRESSION,OMIM:146850,,Vitamin E,14.04,,15020195
CYP2A5,13087,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.63,,11259349|16720336|16785264
CYP2A6,1548,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,7.30,,15020195
CYP2A6,1548,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,7.30,,20156427
CYP2A6,1548,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,marker/mechanism|therapeutic,,,188890,11259349|20418888
CYP2A6,1548,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,3.31,,11259349|16720336|16785264
CYP2A7,1549,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.76,,20156427
CYP2AA11,553537,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,4.14,,20156427
CYP2AA12,555510,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,3.91,,20156427
CYP2AA3,386638,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,4.01,,20156427
CYP2AE1,572114,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,4.11,,20156427
CYP2B1,24300,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,3.86,,20156427
CYP2B1,24300,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Bupropion,6.99,,16785264
CYP2B1,24300,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.99,,11259349|16720336|16785264
CYP2B10,13088,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,7.50,,15020195
CYP2B10,13088,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,7.50,,2009908|7657819
CYP2B10,13088,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Bupropion,4.37,,16785264
CYP2B19,13090,IMMUNE SUPPRESSION,OMIM:146850,,Mercuric Chloride,4.70,,2009908|7657819
CYP2B2,361523,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,8.23,,15020195
CYP2B2,361523,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,8.23,,20156427
CYP2B3,286953,IMMUNE SUPPRESSION,OMIM:146850,,JP8 aviation fuel,10.31,,15020195
CYP2B3,286953,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,10.31,,20156427
CYP2B6,1555,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,6.56,,20156427
CYP2B6,1555,IMMUNE SUPPRESSION,OMIM:146850,,Plant Preparations,6.56,,20156427
CYP2B6,1555,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,marker/mechanism,,,,20418888
CYP2B6,1555,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Bupropion,6.51,,16785264
CYP2B6,1555,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,,Nicotine,6.51,,11259349|16720336|16785264
CYP2B7P,1556,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,10.98,,15020195
CYP2B7P,1556,IMMUNE SUPPRESSION,OMIM:146850,,Cyclosporine,10.98,,20156427
CYP2B9,13094,IMMUNE SUPPRESSION,OMIM:146850,,Ascorbic Acid,9.01,,15020195
